story_id,story_name,synopsis,length,rating,n_votes,total_readers,author_id,author,added_on,codes,slavery,nc
10652.0,Beauty and the Boots,"After she pays the rent for her three no-show housemates, Tiffany has no money left to buy food.  Buford offers to feed her, for a price, and makes her cooperate in her own humiliation, so that she has to psychologically justify her actions to herself, and his actions as well.  She does have her limits, however, and declines to use her mouth to perform a couple of actions, opting instead for more creative ways of performing them.",38354.0,0.0,0.0,38575,4197,Max Blitz ,"Jun 9, 2015","['M+/f', 'TitTorture', 'D/s', 'S/M', 'mc', 'humiliation', 'Serious']",0.0,0.0
10653.0, Gina learns about BDSM,Gina thinks she is learning to be a dominatrix and gets into trouble with a bet,10921.0,6.5,2.0,23422,3249,   Mistress Lisa,"Jun 9, 2015",['nocodesbyauthor'],0.0,0.0
10654.0,Curse Of The Gifted,College freshman is betrayed by friends to sorority.,15974.0,9.0,1.0,25893,4198,Trainer,"Jun 9, 2015","['F+/m', 'cbt', 'interracial', 'size', 'S/M', 'BDSM', 'slavery', 'bondage', 'college', 'humiliation', 'nc', 'Forced', 'Serious']",1.0,1.0
10655.0,"Mona Turns to be the Wildest Sex Queen in Long Island, New York","Mona gets married and moves to New York. She opens up a beauty salon in Elmont, Long Island. The husband of her elder sister visits New York. And he excites Mona to begin a wild and libertine sex life...",8625.0,0.0,0.0,12407,4199,Romi Khan,"Jun 9, 2015","['M/f', 'F+/m+', 'interracial', 'toys', 'real', 'consensual', 'Heavy']",0.0,0.0
10656.0, Meadowlark High,Meadowlark looks like an average high school but secrets dwell just below the surface.,8886.0,6.0,1.0,31947,4200,Daria Winchester,"Jun 9, 2015","['M/f', 'spanking', 'Rape', 'HighSchool', 'reluctant', 'humiliation', 'nc', 'Forced']",0.0,1.0
10657.0,A Nice Vacation,A slave\'s point of view. A story i wrote for my Master. Too bad we never took that trip.,36573.0,0.0,0.0,13823,4201,Jayci,"Jun 9, 2015","['M/f', 'pregnant', 'spanking', 'D/s', 'B/D', 'hair', 'bondage', 'romantic', 'consensual', 'Light']",0.0,0.0
10658.0, Women put to good use,"New devices help a closed neighborhood to get power from their women, not a lot but enough. The female are not asked if they want to contribute, they are just put to good use.",73548.0,5.0,1.0,44864,4202, Woolfighter,"Jun 9, 2015","['M/f', 'M/f+', 'exhibition', 'reluctant', 'mc', 'humiliation']",0.0,0.0
10659.0,The Standin,woman is kidnapped and forced to take the place of a convicted woman,233443.0,5.0,1.0,34282,4203, Nmdeviant,"Jun 9, 2015","['M/f', 'M/f+', 'F/f', 'F+/f', 'MF/f', 'exhibition', 'interracial', 'spanking', 'toys', 'TitTorture', 'D/s', 'B/D', 'slavery', 'bondage', 'real', 'humiliation', 'nc', 'Forced', 'Heavy']",1.0,1.0
10660.0,Trip to Amsterdam,"Jack makes Dawn choose between him or her girlfriend, before he goes on a trip to Amsterdam.",26276.0,0.0,0.0,24020,4204, SiCiAiT,"Jul 20, 2015","['F+/m', 'scatology', 'snuff', 'Swallowing', 'BDSM', 'slavery', 'bondage', 'Fantasy', 'reluctant', 'humiliation', 'torture', 'Forced', 'RatedXXX']",1.0,0.0
10661.0,Alimony Day,"His Ex comes to get her monthly check, and puts him through all sorts of femdom paces...but he loves it...he just wishes she'd let him cum!",21831.0,0.0,0.0,24806,4205,colonel lunchmeat,"Jul 20, 2015","['MF/m', 'cbt', 'transvestite', 'BDSM', 'bondage', 'chastitybelt', 'real', 'consensual', 'Serious']",0.0,0.0
10662.0, I'll be with you shortly.,"He worries when she's not home on time. She knows he's worried, but sometimes forgets to call. He explains his concern and motivates her to remember in the future.",16106.0,0.0,0.0,17924,4206, Bentwriter,"Jul 20, 2015","['M/f', 'TitTorture', 'D/s', 'bondage', 'romantic', 'consensual', 'reluctant', 'Serious']",0.0,0.0
10663.0,Best Regards,A story about a woman who has attempted to bury her by immersing herself into a rigid daily routine. Unfortnately that past is discovered by a sadist and her torment begins.,74889.0,0.0,0.0,27161,2276,Whipsaw,"Jul 20, 2015","['M/f', 'size', 'spanking', 'Swallowing', 'TitTorture', 'S/M', 'hair', 'slavery', 'slow', 'blackmail', 'torture', 'Forced', 'Serious', 'Hardcore', 'violent']",1.0,0.0
10664.0,A Piece of Art,two sisters become a beautiful decoration for a wealthy woman.,16631.0,0.0,0.0,41428,4176, Denkira,"Jul 20, 2015","['F/f', 'F/f+', 'incest', 'modification', 'BDSM', 'nc', 'Extreme']",0.0,1.0
10665.0,Nancy's Baby Girl,A yound researcher visits the wrong household and  becomes the baby Nancy could never have.,26193.0,0.0,0.0,49091,4176, Denkira,"Aug 2, 2015","['M/f', 'F/f', 'lactation', 'modification', 'D/s', 'B/D', 'nc', 'Forced', 'Extreme']",0.0,1.0
10666.0,The Capsule,"A man is sealed into a body cast, anally plugged and force fed laxatives, among a few other things.",52926.0,10.0,1.0,26524,4208,AdBro,"Aug 2, 2015","['F/m', 'F+/m', 'cbt', 'exhibition', 'scatology', 'toys', 'Swallowing', 'BDSM', 'humiliation', 'torture', 'Extreme']",0.0,0.0
10667.0,Suburban Bliss,"A young, handsome master with two gorgeous slavegirls teams up with a mistress who used to be a fashion tycoon.",259493.0,7.0,2.0,98642,4209,Master Michael,"Aug 2, 2015","['M/f', 'M/f+', 'M+/f', 'F/f', 'F/f+', 'bestiality', 'exhibition', 'fisting', 'incest', 'interracial', 'lactation', 'pregnant', 'spanking', 'teen', 'TitTorture', 'BDSM', 'slavery', 'consensual', 'humiliation', 'torture', 'Heavy']",1.0,0.0
10668.0,Backwoods Bruises,"A man drives way out into the country to collect rent from a woman and her daughter who have been living in his house for free for years.  He decides to take the rent out in trade over a period of time, with some punishment thrown in if they don't do it properly.",29668.0,0.0,0.0,26667,3834, Banshee,"Aug 2, 2015","['M/f+', 'exhibition', 'spanking', 'Swallowing', 'TitTorture', 'BDSM', 'reluctant', 'humiliation', 'nc', 'Heavy']",0.0,1.0
10669.0,Another Day in the Life - The Applicant,Set in a future dystopia in which women are relegated to marriage or sexually submissive roles in the workplace,56755.0,0.0,0.0,17341,4210,    Pat Luffner,"Aug 2, 2015","['M/f', 'M/f+', 'job', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
10670.0, Interrogation weekend,Subject is blackmailed into submission.,12760.0,0.0,0.0,27508,4211,new author,"Aug 2, 2015","['M/f', 'BDSM', 'bondage', 'humiliation', 'blackmail', 'Forced']",0.0,0.0
10671.0,A Long Anticipated Meeting,"A curious straight man, meets his opposite in a gay bar. He is taken to his new friends house and fulfills more of his fantasies than he bargained for",14968.0,0.0,0.0,11346,4212,  Medium Dave,"Aug 2, 2015","['M/m', 'spanking', 'D/s', 'B/D', 'S/M', 'BDSM', 'bondage', 'real', 'consensual', 'Serious']",0.0,0.0
10672.0,Reprogramming Rob,"The Mind Control Sisterhood is a clandestine organisation secretly plotting to bring about a new world order in which women adopt their true role as the dominant sex. Each Goddess is a beautiful, powerful and merciless hypnodomme, an irresistible femme fatale, erotically hypnotising and enslaving men to do their bidding.",45888.0,0.0,0.0,13332,4213,  Harry H Hollander,"Aug 2, 2015","['F/m', 'D/s', 'slavery', 'reluctant', 'mc']",1.0,0.0
10673.0,Tripple the fun,"A single mom lives with her twin daughters by themselves. Three hotties all alone with nobody to protect them, how could I resist?",5079.0,0.0,0.0,22633,4214,PJF,"Aug 2, 2015","['M/f+', 'M+/f+', 'incest', 'interracial', 'Young', 'teen', 'toys', 'D/s', 'B/D', 'slavery', 'bondage', 'Rape', 'Fantasy', 'reluctant', 'Forced', 'Hardcore']",1.0,0.0
10674.0,Destiny tour,"Since he was just a little boy, Simon had had fantasies about slavery and submission to Asian men. He never had any idea where this vision came from, but it kept coming. When he reached 41, he was in the midst of a promising career, but suddenly he follows an impulse to realize his dark fantasy.",34653.0,0.0,0.0,12553,4215,Ah Fook,"Aug 2, 2015","['M/m', 'M/m+', 'interracial', 'spanking', 'D/s', 'B/D', 'BDSM', 'slavery', 'bondage', 'chastitybelt', 'Rape', 'real', 'slow', 'Fantasy', 'consensual', 'reluctant', 'humiliation', 'Forced', 'Serious']",1.0,0.0
10675.0, loving my mother,"sadism, love and perversion between two people",59158.0,0.0,0.0,28882,4216, lovexiaomama,"Aug 2, 2015","['M/f', 'M/f+', 'cbt', 'enema', 'incest', 'scatology', 'spanking', 'WaterSport', 'TitTorture', 'D/s', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'real', 'consensual', 'torture', 'Extreme']",1.0,0.0
10676.0,Little Asian Boy in Prison,I was locked up in a federal prison when I was just an innocent 18 year old virgin Asian boy.,6091.0,0.0,0.0,18626,3793,  asianxxcumdump,"Aug 2, 2015","['M/f', 'M+/m', 'cbt', 'interracial', 'Young', 'BDSM', 'slavery', 'bondage', 'chastitybelt', 'Rape', 'HighSchool', 'documentary', 'romantic', 'humiliation', 'torture', 'Forced', 'Heavy']",1.0,0.0
10677.0, Finally,"A lonely submissive wife craves the domination her vanilla husband doesn't provide, until her sleep-talking reveals her deepest, darkest needs.",4138.0,0.0,0.0,11182,4218,sweetcheeks88,"Aug 2, 2015","['M/f', 'D/s', 'S/M', 'BDSM', 'hair', 'lingerie', 'bondage', 'real', 'Fantasy', 'OnLine', 'romantic', 'consensual', 'reluctant', 'Serious', 'Light']",0.0,0.0
10678.0,His,This sweet submissive loses her senses in the bliss of her Dom's grasp.,2903.0,0.0,0.0,10177,4218,sweetcheeks88,"Aug 2, 2015","['M/f', 'D/s', 'B/D', 'S/M', 'BDSM', 'hair', 'bondage', 'slow', 'Fantasy', 'documentary', 'OnLine', 'romantic', 'consensual', 'reluctant', 'Forced', 'Serious', 'Light', 'Hardcore', 'RatedXXX']",0.0,0.0
10679.0,My Fallen Angel,"Love at first sight, a boy meets a girl and they fall in love. They spend years together and get engaged, all while saving their virginity for marriage. But their relationship is about to change forever when a real man enters their lives.",34137.0,0.0,0.0,10525,4219, Eric Jones,"Aug 2, 2015","['M/f', 'spanking', 'D/s', 'slavery', 'consensual', 'humiliation', 'Serious']",1.0,0.0
10680.0,The Slave Scrolls: Phyllis,"The tale of a Gorean slave girl, taken from Earth along with her mother. There, she will find herself in a world far more beautiful, natural and dangerous than what she thought possible. Set in the fictional planet of Gor as created by John Norman, this work will attempt to replicate his style and expand on canon.",6068.0,0.0,0.0,10475,4220, E. E. Lynch,"Aug 2, 2015",['nocodesbyauthor'],0.0,0.0
10681.0,Tales of the RAC #2: The Yards,"C-4072 is processed for her life as an inmate of the RAC Department of Correction. Placed with a group of other female inmates sentenced to an �Intensive Requirement� for her sexual crime, she meets IT-3384 � who calls herself Pat, and TA-8329 (known as �Peas�) � a Traitor�s Accomplice suffering the curse of the most hated code in the DOC. The women share stories and make plans as they have their first taste of the tawse, receive their chastity belts for transport and endure the anal cleansing, insults, and extreme punishment handed out while they are locked in the stocks of the yards.",140826.0,0.0,0.0,22587,4191,Emily Daniels,"Aug 2, 2015","['M/f', 'M+/f', 'enema', 'spanking', 'BDSM', 'slavery', 'chastitybelt', 'Rape', 'humiliation', 'Forced', 'Extreme', 'Heavy', 'Serious', 'RatedXXX']",1.0,0.0
10682.0,2000 Miles,Best friends enjoy the fruits of hunting 2000 miles from home,137939.0,9.0,1.0,39717,4221,Sadistic Somebody,"Aug 2, 2015","['M/f', 'M/f+', 'M+/f', 'M+/f+', 'spanking', 'teen', 'Swallowing', 'TitTorture', 'S/M', 'BDSM', 'Rape', 'torture', 'nc', 'Extreme', 'Heavy', 'violent']",0.0,1.0
10683.0,The Famous Four and the Box,"The Four, the avaricious Evadne, the shapely little Lesbian, Rebecca, Robbie, who dresses in lace panties and a satin slip, and the narrator, the firmly 'vanilla' Ivor, who dresses in nothing at all, have been asked to lodge a friend of Jason, the wealthy young man who recently spent three weeks shut away from the world deep in the oubliette they built for him. The friend, Justin, another youngster of Jason's stamp, also requires solitary confinement for a period, but of a different kind...",35989.0,0.0,0.0,9178,1384,jan311648,"Aug 2, 2015","['MF/m', 'bondage', 'real', 'consensual', 'Light']",0.0,0.0
10684.0,The Bimbofication of Abigail Breslin,"Academy Award nominated actress, Abigail Breslin, gets transformed from a sweet former-child star into a brainless, big-titted whore at the hands of her agent and a cruel geneticist.",43768.0,0.0,0.0,35629,4222, theshepherd89,"Aug 2, 2015","['M/f', 'M+/f', 'enema', 'exhibition', 'Young', 'size', 'teen', 'toys', 'WaterSport', 'Swallowing', 'TitTorture', 'S/M', 'BDSM', 'hair', 'bondage', 'Rape', 'spoof', 'reluctant', 'mc', 'humiliation', 'torture', 'nc', 'Forced', 'Extreme', 'Heavy']",0.0,1.0
10685.0,Daddy's boy,"Due to a hardship, I decide to pursue a longtime but previously only partime passion. To be a TPE slave to a handsome Man.",5193.0,0.0,0.0,24190,4223, Kilgore D. Trout,"Aug 9, 2015","['M/m', 'enema', 'spanking', 'toys', 'WaterSport', 'Swallowing', 'D/s', 'feet', 'slavery', 'chastitybelt', 'real', 'romantic', 'consensual', 'humiliation', 'Extreme', 'Hardcore', 'RatedXXX']",1.0,0.0
10686.0,friend,A beautiful friend turns into a cruel mistress,17771.0,1.0,1.0,21555,3875, samboy,"Aug 9, 2015","['F/f', 'slavery', 'reluctant', 'humiliation', 'torture', 'Extreme']",1.0,0.0
10687.0, We Know What you Want,"Two college girls enslave and slowly dehumanize an older male student, using torture humiliation and hypnosis in order to create the perfect femdom slave",122954.0,1.0,1.0,58328,4224, Raymondhadlexx,"Aug 9, 2015","['F/m', 'F+/m', 'F+/m+', 'cbt', 'fisting', 'modification', 'scatology', 'spanking', 'toys', 'transgender', 'transvestite', 'WaterSport', 'Swallowing', 'TitTorture', 'D/s', 'B/D', 'S/M', 'feet', 'latex', 'slavery', 'bondage', 'chastitybelt', 'college', 'humiliation', 'blackmail', 'nc', 'Forced', 'Extreme', 'Hardcore', 'RatedXXX']",1.0,1.0
10688.0,Another Day in the Life - The Applicant,"Following a disastrous 4 years from the first women president, a backlash forms. All manner of workplace equality laws are eliminated. Lawsuits become a thing of the past. Almost overlooked, prostitution is legalized. Women executives are gradually phased out while the best recent female law school graduates can do is office administration. Gradually, the best paying of these jobs require a sexual relationship with their employer. Suddenly, all of them do. This is the dystopian backdrop in which Sandi is trying to find a better job",29581.0,0.0,0.0,19258,4225,   LaFontaine,"Aug 9, 2015","['M/f', 'reluctant']",0.0,0.0
10689.0,Exploring,Two people meet at a munch and decide to get to know each other.  He is looking for a slave and she is looking for a Master.,51124.0,0.0,0.0,13838,4226,  Barbara Allen,"Aug 9, 2015","['M/f', 'spanking', 'D/s', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'real', 'romantic', 'consensual', 'Heavy', 'Serious', 'Hardcore']",1.0,0.0
10690.0,Stacie's Friends,A guy meets his girlfriends friend's and finds out that she isn't so nice.,13126.0,0.0,0.0,19973,4227,Joe Cool,"Aug 9, 2015","['M+/f+', 'interracial', 'spanking', 'S/M', 'slavery', 'real', 'consensual', 'reluctant', 'humiliation', 'Forced', 'RatedXXX']",1.0,0.0
10691.0, Late Night at the Library,My late night studies were lonely until two workmen arrived. My teasing began as a game but I soon discovered I had bitten off more than I could chew.,56288.0,9.0,1.0,18696,4061, Miss Trussed,"Aug 9, 2015","['F/m+', 'toys', 'S/M', 'BDSM', 'slavery', 'bondage', 'real', 'Fantasy', 'Forced', 'Serious']",1.0,0.0
10692.0,A secret romance between a Chinese sex slave  and her Japanese master during World War II,A secret romance between a Chinese sex slave and her Japanese master during World War II,74401.0,9.0,2.0,30767,4157,   Jennifer Suzuki,"Aug 9, 2015","['M/f', 'M/f+', 'M+/f+', 'exhibition', 'interracial', 'Young', 'scatology', 'snuff', 'spanking', 'WaterSport', 'Swallowing', 'TitTorture', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'Rape', 'historical', 'reluctant', 'humiliation', 'torture', 'Forced', 'Extreme', 'Heavy', 'Serious']",1.0,0.0
10693.0,Victoria the Toy Girl,"Young Victoria awakes in a strange place, reminiscent of a hospital. Soon she endures intense body modifications, and is forced into a torturous body suit which will act as her prison. She is methodically turned into a human sex toy, intended for the pleasure of her owner.",71378.0,6.0,2.0,76513,4229,     Lokker12,"Aug 9, 2015","['M/f', 'F+/f', 'enema', 'modification', 'Young', 'toys', 'Swallowing', 'TitTorture', 'S/M', 'latex', 'slavery', 'bondage', 'chastitybelt', 'real', 'humiliation', 'torture', 'Forced', 'Extreme']",1.0,0.0
10694.0,Dear Diary,This is a tale of a young man discovering himself and his sexuality,118641.0,0.0,0.0,17173,157,Samul Joseph Wolf,"Aug 9, 2015","['M/f', 'F/f', 'spanking', 'teen', 'D/s', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'college', 'job', 'slow', 'romantic', 'consensual', 'reluctant', 'humiliation', 'blackmail', 'Forced', 'Heavy', 'Serious', 'Hardcore']",1.0,0.0
10695.0, Never Trust A Stranger,"Recovering from a broken relationship, I hit the town to rebuild my life. After a late night at a club I am unable to hail a cab and decide to accept an offer of a lift from a rather nice guy I met at the club. Innocently I accept an offer of a coffee at his place. It is a decision I would live to regret",17893.0,9.0,1.0,32931,4230, Liza,"Aug 9, 2015","['M+/f', 'Swallowing', 'B/D', 'BDSM', 'bondage', 'Rape', 'humiliation', 'torture', 'nc', 'Forced', 'Serious']",0.0,1.0
10696.0, Taking Haley,A girl that has it all makes the mistake of innocent flirting. She pays for it with her soul.,88216.0,0.0,0.0,66581,4231,  Brendan O'Mahony,"Aug 9, 2015","['M/f', 'F/f', 'exhibition', 'lactation', 'modification', 'Young', 'pregnant', 'spanking', 'toys', 'Swallowing', 'TitTorture', 'D/s', 'B/D', 'S/M', 'BDSM', 'hair', 'slavery', 'lingerie', 'Rape', 'college', 'OnLine', 'humiliation', 'torture', 'nc', 'Forced', 'Extreme', 'Heavy', 'Serious', 'Hardcore', 'violent', 'RatedXXX']",1.0,1.0
10697.0,Princess Lien,Bored princess lives out her extreme erotic  fantasies with anybody and anything,66896.0,0.0,0.0,21362,4232,Red Elf,"Aug 9, 2015","['F/m', 'F/m+', 'bestiality', 'voyeurism', 'BDSM', 'slavery', 'bondage', 'historical', 'Fantasy', 'torture', 'Forced', 'Heavy']",1.0,0.0
10698.0,A Family of Miscreants,"A young girl comes to live with her uncle's family during the 1840's, after her father's death and two years in an orphanage. She soon finds out that her father and uncle hated each other and the uncle is taking her in, more as a servant than a relative. She also learns quickly that the rest of the family has it in for her, as well.",54326.0,0.0,0.0,25374,3834, Banshee,"Aug 9, 2015","['M+/f', 'F+/f', 'incest', 'spanking', 'teen', 'Swallowing', 'TitTorture', 'historical', 'humiliation', 'nc', 'Forced', 'Heavy']",0.0,1.0
10699.0,Chance Encounter,A newly divorced man searched for a new direction and meaning in his life,37499.0,10.0,2.0,14533,2499, Onewhoadores,"Aug 9, 2015","['F/m', 'D/s', 'B/D', 'feet', 'romantic', 'consensual', 'Serious']",0.0,0.0
10700.0,10 Days in a 70 Acre Wood,"A Tale of revenge and Kidnapping. The forced taking of a MILF, her daughters and 6 of their friends. The training, torture, subjugation and eventual submission of all of them to a life of slavery, pregnancy and sheer debauchery.",253544.0,0.0,0.0,60187,4233, King Midas,"Aug 9, 2015","['M+/f', 'F/f', 'f-self', 'bestiality', 'enema', 'fisting', 'incest', 'lactation', 'modification', 'pregnant', 'size', 'spanking', 'toys', 'WaterSport', 'Swallowing', 'TitTorture', 'BDSM', 'slavery', 'bondage', 'Fantasy', 'humiliation', 'torture', 'Forced', 'Extreme', 'RatedXXX']",1.0,0.0
10701.0,"Step-Daughter, Mine",The writer marries a woman with a stepdaughter. They then take great pleasure in making life miserable for the girl.,40777.0,0.0,0.0,45167,3834, Banshee,"Aug 9, 2015","['MF/f', 'exhibition', 'spanking', 'teen', 'TitTorture', 'BDSM', 'humiliation', 'nc', 'Heavy']",0.0,1.0
10702.0,Red Dress No Knickers,A short and gentle domination tale with a twist in its knickers,8225.0,0.0,0.0,12977,4234, Mister Kobina,"Aug 9, 2015","['M/f', 'WaterSport', 'B/D', 'lingerie', 'real', 'humiliation', 'Light']",0.0,0.0
10703.0, South American Cock Torment,Young Andy Douglas thought he could look after himself. But being young blonde and well endowed in South America made him a target for some  very rough and cruel treatment indeed,79607.0,9.0,1.0,38058,677,Cortez,"Aug 9, 2015","['M+/m', 'cbt', 'teen', 'TitTorture', 'BDSM', 'real', 'reluctant', 'Heavy', 'Hardcore']",0.0,0.0
10704.0,Tracey's Collar,"Tracey finds a slave collar in the street complete with key, can she resist trying it on, what do you think!",42843.0,9.0,4.0,55342,3072,    Katie Smith,"Aug 16, 2015","['slavery', 'humiliation', 'Serious']",1.0,0.0
10705.0,BDSM Parade,"Love nothing but a lie. And a cruel joke. Magumi, Harvey, Kappa, Javed and Dorothy are on a search to find something more. There are many obstacles in their path, and neither of them are willing to give up. They must overcome their fears and trust each other if they want to find what they are looking for.",9474.0,6.0,1.0,18187,4235, Harvey Lanz,"Aug 16, 2015","['F/m', 'F+/m', 'B/D', 'S/M', 'BDSM', 'bondage', 'gothic', 'ScFi', 'Fantasy', 'romantic', 'Extreme']",0.0,0.0
10706.0,Brotherly love,"After her parents are killed, Nicole is adopted my the sinster older brother who use to molest her as a child.",11815.0,9.0,1.0,30555,4236,ajlou,"Aug 16, 2015","['M/f', 'incest', 'teen', 'toys', 'bondage', 'Rape', 'nc']",0.0,1.0
10707.0,Vegas Captive,A visitor to Vegas strip clubs is taken captive by a stripper he met the night before,43434.0,0.0,0.0,26443,3643,     whisky,"Aug 16, 2015","['F/m', 'F+/m', 'bondage', 'real', 'humiliation', 'nc', 'Serious']",0.0,1.0
10708.0,Raya Becomes a Puppy-Girl,A sexy goth is turned into a woman's personal dalmatian bitch.,112613.0,9.0,1.0,130981,4176, Denkira,"Aug 16, 2015","['M/f', 'F/f', 'F+/f', 'modification', 'D/s', 'BDSM', 'humiliation', 'torture', 'nc', 'Extreme']",0.0,1.0
10709.0,Puppy bitch,I new sub learn there is more to submitting then yes,4376.0,0.0,0.0,34413,4237, Yourtoyforever,"Aug 16, 2015","['M/f', 'bestiality', 'BDSM', 'slavery', 'bondage', 'real', 'consensual', 'RatedXXX']",1.0,0.0
10710.0,The Lebanese Barbie doll,A story of blackmail told by a young maths teacher with two children who slowly finds her life taken over and controlled by two 18 year old boys.,48624.0,9.0,2.0,24241,4074, Marcus E,"Aug 16, 2015",['nocodesbyauthor'],0.0,0.0
10711.0, Awakenings,The tale of an opportunity for revenge and how the process effects both the captor and the captured.,11580.0,9.0,2.0,19348,4238, Kinky Cajun,"Aug 16, 2015","['bondage', 'nc', 'Heavy']",0.0,1.0
10712.0, A Day of Atonement,Cindy and her boyfriend were caught trashing a school. Her family is furious because her brother and sister are getting staic from their fellow students and her father must take out a second mortgage to pay for the damage. It's time for punishment!,22783.0,0.0,0.0,39935,3834, Banshee,"Aug 16, 2015","['M+/f', 'F/f', 'exhibition', 'incest', 'spanking', 'teen', 'TitTorture', 'BDSM', 'reluctant', 'humiliation', 'nc', 'Serious']",0.0,1.0
10713.0,Amy - Criminal Ponygirl,After committing a crime Amy Mooth is given the choice of a long prison term or life as a slavegirl.,181373.0,10.0,2.0,72015,1826,Arnold Puttywn,"Aug 16, 2015","['M/f', 'M/f+', 'F/f', 'F/f+', 'F+/f+', 'enema', 'exhibition', 'fisting', 'modification', 'Young', 'D/s', 'BDSM', 'slavery', 'bondage', 'real', 'consensual', 'reluctant', 'humiliation']",1.0,0.0
10714.0,Weekend Puppy,A weekend of puppyplay with Master and Mistress.,13909.0,0.0,0.0,19353,4239, rallyV,"Aug 16, 2015",['nocodesbyauthor'],0.0,0.0
10715.0, Lost At Sea,"When two young, western people are shipwrecked and forced to survive on a remote island, the question arises soon what they are willing to do in order to survive among the primitive inhabitants of that bizarre place. Women are treated as ponyslaves, ponygirls and beasts of burden here, and so Scarlett and Chris have to redefine their relationship the hard way. A gradual decline soon begins.",259068.0,10.0,1.0,44557,4163,Dirk,"Aug 16, 2015","['M+/f+', 'exhibition', 'modification', 'BDSM', 'slavery', 'Rape', 'Fantasy', 'humiliation', 'nc', 'Forced', 'Extreme', 'Heavy']",1.0,1.0
10716.0,The Museum,"A woman with bondage fantasies kept secret puts herself in a torture device for a whole night. She will endure pain and pleasure, and discovers that a deep unconscious dream just came true thanks to the man she loves�",84093.0,0.0,0.0,38942,4240,   Bondalis31,"Aug 16, 2015","['M/f', 'exhibition', 'S/M', 'bondage', 'reluctant', 'torture', 'Heavy', 'Serious']",0.0,0.0
10717.0, The Famous Four and the Box.,Jason has a friend who wishes to experience confinement in a manner similar to the Oubliette. But the friend's requirements are different...,35695.0,0.0,0.0,16893,1384,jan311648,"Aug 16, 2015","['MF/m', 'bondage', 'real', 'Serious']",0.0,0.0
10718.0,Vacation,Husband/Master and his wife/slave on vacation. What does he have in store for her?,10568.0,0.0,0.0,17901,4241,OddCupcake,"Aug 16, 2015","['M/f', 'spanking', 'toys', 'D/s', 'chastitybelt', 'romantic', 'consensual', 'Serious']",0.0,0.0
10719.0,"Silken Bonds, Invisible Discpline","Just a fantasy of mine, no sex, just bondage and love.  Romantic.",18029.0,0.0,0.0,10619,4242, luftdrachen2015,"Aug 16, 2015","['F/m', 'bondage', 'real', 'romantic', 'consensual', 'Light', 'RatedR']",0.0,0.0
10720.0, All About Eve,TV anchor Stepahies trip to a woman prison takes an unexpected turn.,16610.0,0.0,0.0,21435,4243, Esther Le Chat,"Aug 16, 2015","['F+/f+', 'job', 'humiliation', 'nc', 'Light']",0.0,1.0
10721.0,The Maid,A young hotel maid can't believe what kind of a movie she finds on a guest's laptop while cleaning the room...,11254.0,0.0,0.0,45953,4169, Impaler49152,"Aug 16, 2015","['M/f', 'M/f+', 'f-self', 'Young', 'snuff', 'teen', 'toys', 'job', 'blackmail', 'torture', 'nc', 'Forced', 'Extreme', 'Serious', 'violent']",0.0,1.0
10722.0,Aunt Monica,"When Angela moves across the country to live with her aunt and twin cousins, they have to cover up their lifestyle quickly. But Angela's own explorations send her down a path of discovery that leads to a pit of depravity, abuse, torture and absolute bliss",19057.0,8.5,4.0,69880,4244, Goddess Agony,"Aug 16, 2015","['F/f', 'F/f+', 'F+/f', 'F+/f+', 'bestiality', 'enema', 'exhibition', 'fisting', 'incest', 'modification', 'teen', 'TitTorture', 'D/s', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'consensual', 'reluctant', 'torture', 'Extreme']",1.0,0.0
10723.0,Times Have Changed,The start into a usual day in the life of a forced ponygirl.,4463.0,0.0,0.0,24001,4245, Finja,"Aug 16, 2015","['M/f', 'B/D', 'S/M', 'bondage', 'Rape', 'nc', 'Forced', 'Heavy', 'Serious']",0.0,1.0
10724.0,Karen,"This is a story of a college professor, who is secretly a D/s Master, picking up on the clues to unmask one of his older female Ph.D. students as a candidate for submissive slavery under his hand.",32866.0,0.0,0.0,31798,683,Victor Mann,"Aug 16, 2015","['M/f', 'BDSM', 'Serious']",0.0,0.0
10725.0,3 Students,A story about 3 of my students who accept to be trained by Me.,10562.0,0.0,0.0,25834,4246,Dom Dutch,"Aug 16, 2015","['M/f', 'M/f+', 'F+/f+', 'BDSM', 'HighSchool', 'reluctant']",0.0,0.0
10726.0,Bachelorette Night,Corey offers to help out when his wife hosts a bachelorette night. Things get out of hand when he becomes the main entertainment.,10701.0,9.0,1.0,22489,4247,Corey ,"Aug 16, 2015","['F/m', 'F+/m', 'cbt', 'exhibition', 'spanking', 'voyeurism', 'D/s', 'consensual', 'reluctant', 'humiliation']",0.0,0.0
10727.0,History of the Multiverse: Femslave World,"A light-hearted introduction to my fictional world where many of my stories are based.  A history of an alternate world much like our own, but one where female slavery is not only legalized, but the norm.",9014.0,7.5,2.0,23581,4248,Stavros1972  ,"Oct 18, 2015","['M+/f+', 'F+/f+', 'D/s', 'BDSM', 'slavery', 'Fantasy', 'Light']",1.0,0.0
